,Precio Venta,Fecha Venta,Vendedor
2350,559206,2006-09-23,Joaquín
2351,1690164,2006-11-16,María
2352,745600,2007-01-06,Joaquín
2353,224304,2007-02-11,Luisa
2354,1504823,2006-10-31,Luisa
2355,1777866,2006-12-23,Jesús
2356,622200,2006-11-26,María
2357,1567020,2006-08-17,Carmen
2358,1363352,2007-04-02,Carmen
2359,1203524,2007-04-14,Luisa
2360,2136182,2007-01-14,Luisa
2361,1359677,2007-02-12,Pedro
2362,2398682,2006-08-06,Joaquín
2363,533680,2007-01-09,María
2364,1794807,2006-11-18,Luisa
2365,1716390,2006-11-22,Jesús
2366,2047761,2006-10-12,María
2367,1024698,2006-11-09,Jesús
2368,464577,2006-09-20,Joaquín
2369,580800,2007-03-13,Joaquín
2370,2364390,2007-04-02,Luisa
2371,1548800,2006-10-04,María
2372,1996000,2006-08-05,Joaquín
2373,1264310,2007-02-15,Carmen
2374,686826,2007-04-30,María
2375,2813776,2006-10-22,Luisa
2376,984369,2007-03-23,Pedro
2377,1538256,2007-05-01,Jesús
2378,1220454,2007-04-18,Carmen
2379,1953742,2006-12-19,Joaquín
2380,1921260,2006-12-17,María
2381,749472,2006-10-26,María
2382,1002500,2007-01-16,Carmen
2383,680043,2007-02-03,Pedro
2384,1769644,2007-02-23,Carmen
2385,1211184,2007-02-27,María
2386,1784580,2007-01-28,Luisa
2387,594130,2006-12-03,Carmen
2388,2281250,2007-03-08,Luisa
2389,1853390,2007-05-01,Luisa
2390,1591344,2007-01-19,Luisa
2391,783380,2007-05-07,María
2392,2072692,2006-10-02,Carmen
2393,708795,2007-04-07,Carmen
2394,2585100,2006-10-15,Luisa
2395,1602930,2006-11-05,Joaquín
2396,2001280,2007-03-04,Jesús
2397,506184,2006-12-29,María
2398,729280,2007-03-22,Jesús
2399,831896,2007-02-22,Pedro
2400,2144448,2007-01-26,María
2401,360942,2006-11-17,Jesús
2402,1819950,2006-11-11,Luisa
2403,1356498,2006-10-10,Luisa
2404,1371720,2007-03-26,Pedro
2405,1840571,2006-10-10,Luisa
2406,560170,2006-08-27,Jesús
2407,817094,2006-10-12,María
2408,1790490,2006-12-16,Carmen
2409,615663,2007-03-24,Jesús
2410,1163388,2007-01-24,Joaquín
2411,1802993,2007-03-01,Joaquín
2412,499380,2006-08-17,Joaquín
2413,2203004,2006-11-15,Pedro
2414,2200405,2007-03-24,María
2415,832529,2006-09-29,Jesús
2416,1113016,2007-01-15,María
2417,853370,2006-09-22,María
2418,1214576,2006-10-08,Luisa
2419,1099024,2006-10-01,Luisa
2420,248283,2007-04-14,María
2421,2370200,2007-02-04,Luisa
2422,1294176,2006-10-05,Carmen
2423,1752975,2006-09-22,Jesús
2424,2603190,2006-11-15,Joaquín
2425,2320565,2007-05-01,Jesús
2426,928041,2006-12-10,Luisa
2427,2268076,2007-01-25,María
2428,2682225,,
2429,2037420,2007-04-04,Pedro
2430,2303500,2007-01-22,Luisa
2431,1699168,2006-08-27,Carmen
2432,1315846,2007-02-27,Carmen
2433,1112010,2007-01-29,Pedro
2434,822625,2007-01-31,Joaquín
2435,380274,,
2436,1927770,2007-01-10,Jesús
2437,818505,2006-08-30,Carmen
2438,379905,2006-12-26,Jesús
2439,2336590,2006-12-26,Luisa
2440,1381104,2007-04-30,María
2441,786320,2007-01-05,Jesús
2442,1682260,,
2443,795318,2006-09-11,Joaquín
2444,1466058,2007-01-29,Carmen
2445,1162788,2007-01-22,Luisa
2446,922200,2007-03-16,Pedro
2447,328720,2007-03-20,Luisa
2448,2203620,2007-03-29,Joaquín
2449,1524898,2006-12-28,Carmen
2450,458640,2006-11-26,Joaquín
2451,825518,2007-04-29,Joaquín
2452,1438226,2006-12-27,Pedro
2453,419250,2006-11-26,María
2454,1410370,2006-11-01,María
2455,916500,2006-09-11,Joaquín
2456,1305720,2006-08-31,Luisa
2457,685368,2007-01-13,Carmen
2458,1097010,2007-04-02,María
2459,2017268,2007-01-26,Luisa
2460,1342278,2006-12-16,Carmen
2461,1044762,2007-03-22,María
2462,1026300,2007-02-08,Luisa
2463,1843694,2006-12-29,Carmen
2464,1107028,2006-11-19,Pedro
2465,696696,,
2466,1705760,2007-03-03,Jesús
2467,360696,2007-02-05,Pedro
2468,1616680,2007-04-25,Carmen
2469,616878,2006-11-21,María
2470,1126951,2006-12-08,Joaquín
2471,1068376,2007-03-14,Carmen
2472,1251828,2007-03-04,Joaquín
2473,1199394,2006-12-08,Carmen
2474,1344024,2007-03-22,María
2475,1397060,2007-04-30,Pedro
2476,1363411,2006-12-18,Carmen
2477,2353176,2006-10-26,Pedro
2478,395879,2007-02-08,Jesús
2479,405324,,
2480,1637515,2007-04-12,Jesús
2481,984915,2006-12-07,María
2482,1447316,,
2483,1342278,2006-12-03,Luisa
2484,2632500,2007-04-18,Carmen
2485,1147585,2006-11-13,Joaquín
2486,378359,2007-01-11,Pedro
2487,2380170,2006-09-30,Pedro
2488,2211294,2007-05-06,Joaquín
2489,2693026,,
2490,1368480,2007-01-07,Joaquín
2491,872280,2007-04-17,Joaquín
2492,1149897,2006-10-27,Luisa
2493,745822,2006-12-21,Jesús
2494,918652,,
2495,701492,2006-11-02,Carmen
2496,936187,2007-02-10,Pedro
2497,1102500,2006-10-13,Pedro
2498,1443750,,
2499,1204005,2007-01-23,María
2500,2069529,2006-12-24,Jesús
2501,422750,,
2502,2717634,2006-11-30,Pedro
2503,2090340,,
2504,2235367,2006-10-09,María
2505,1027180,2006-10-17,María
2506,958563,,
2507,1267452,,
2508,1166860,2007-05-07,Joaquín
2509,954986,2007-04-23,María
2510,797215,2006-10-11,Pedro
2511,2384480,2007-01-01,Pedro
2512,887940,2006-10-12,Jesús
2513,1083256,2007-01-05,Jesús
2514,2030805,2006-12-11,María
2515,181170,2007-02-05,Jesús
2516,2162160,2006-12-28,Jesús
2517,1826024,,
2518,413910,2007-04-29,María
2519,2250348,2007-04-21,Jesús
2520,1736068,2006-12-24,Joaquín
2521,620218,2007-02-02,Jesús
2522,1327669,2007-03-10,Jesús
2523,885339,2006-09-28,Pedro
2524,2198502,2006-11-10,Carmen
2525,1010862,2006-11-08,Carmen
2526,2458798,2006-12-10,Jesús
2527,718266,2007-03-20,Joaquín
2528,1521615,2007-04-19,Carmen
2529,797215,2006-12-03,María
2530,1253505,2007-02-18,María
2531,373032,,
2532,912330,2006-11-28,Pedro
2533,1087812,2006-10-24,Jesús
2534,819621,2006-10-11,Pedro
2535,1988702,,
2536,320281,2007-03-07,Jesús
2537,1504420,2006-12-14,Joaquín
2538,396780,2007-02-10,Carmen
2539,536634,,
2540,1844425,2007-04-10,Pedro
2541,2849763,2007-04-28,Joaquín
2542,373106,,
2543,774400,2007-02-07,Joaquín
2544,1691124,2006-10-19,María
2545,594698,2007-03-25,Jesús
2546,1182636,2006-12-04,Carmen
2547,1576380,2007-04-24,Luisa
2548,1362984,2007-02-12,Carmen
2549,1298947,2006-12-23,María
2550,1059916,2006-10-03,Carmen
2551,517472,,
2552,304288,2007-05-07,Luisa
2553,2415325,2006-12-17,Carmen
2554,2091144,2006-12-24,Luisa
2555,1298500,2006-11-24,Joaquín
2556,1470185,2006-12-18,Jesús
2557,1758964,2007-03-24,Luisa
2558,546440,2007-04-10,Luisa
2559,580856,,
2560,350610,2007-03-09,María
2561,598320,,
2562,1284045,2007-05-07,Joaquín
2563,766320,2007-04-24,Jesús
2564,845370,2007-04-13,Joaquín
2565,654885,2006-11-13,Pedro
2566,914839,2006-10-21,Jesús
2567,503478,2007-04-04,Joaquín
2568,390400,2007-01-15,Carmen
2569,512430,2007-04-28,Carmen
2570,1127473,2007-04-01,Luisa
2571,1154101,,
2572,668748,2007-01-19,Carmen
2573,2470912,,
2574,409712,,
2575,888941,2007-04-19,Luisa
2576,2702220,2007-03-16,Carmen
2577,879870,2007-02-21,Pedro
2578,2189534,2006-11-17,Luisa
2579,375243,2007-01-14,Pedro
2580,1061710,2007-03-11,Pedro
2581,889608,2007-01-13,María
2582,950615,2006-11-15,María
2583,1016964,2007-03-18,Luisa
2584,1315648,2007-03-01,María
2585,1889748,2006-11-23,Luisa
2586,1634373,2006-12-19,Jesús
2587,1559054,,
2588,949344,,
2589,2682225,2007-02-04,Pedro
2590,1359579,2007-02-24,Carmen
2591,1076250,2006-11-05,Carmen
2592,891849,,
2593,1632930,2007-03-08,María
2594,1039380,2006-11-25,Joaquín
2595,1700994,2006-10-23,Jesús
2596,489600,2007-03-17,Jesús
2597,659022,2007-02-26,Pedro
2598,1626779,2007-05-01,Joaquín
2599,485824,2007-02-24,María
2600,1021000,2006-11-20,Joaquín
2601,1095860,2007-04-21,Luisa
2602,497546,2006-12-24,Luisa
2603,670208,2007-02-25,María
2604,1550456,2007-02-03,Carmen
2605,1431891,,
2606,1899690,2006-11-18,Jesús
2607,931104,2007-03-20,María
2608,714999,,
2609,1365936,2007-03-13,María
2610,1064301,,
2611,598195,2006-10-30,Joaquín
2612,2618364,,
2613,1844282,,
2614,2199995,2007-03-04,Jesús
2615,1170300,2006-12-15,Jesús
2616,610740,2007-04-06,María
2617,769860,2007-01-02,Joaquín
2618,867783,2006-12-30,María
2619,688092,2007-01-21,Joaquín
2620,1476534,2006-11-27,Luisa
2621,2874207,2007-04-24,Jesús
2622,1002348,,
2623,395096,2007-03-21,María
2624,1232927,,
2625,515555,,
2626,1202537,2007-04-16,María
2627,1732233,2007-01-23,Pedro
2628,1706280,2007-02-03,Joaquín
2629,395751,2007-04-18,Joaquín
2630,1776555,,
2631,1527618,2007-03-26,Joaquín
2632,880440,2007-01-21,María
2633,1994382,2007-03-04,María
2634,2211979,2007-03-05,María
2635,1673607,2007-01-07,Luisa
2636,1422537,2007-04-02,Luisa
2637,696169,,
2638,1456322,2006-11-23,Carmen
2639,596778,2006-12-06,Pedro
2640,1053227,2007-01-30,Jesús
2641,2171950,,
2642,1233000,2007-02-05,Joaquín
2643,2205240,,
2644,1341656,2006-12-01,Joaquín
2645,1984808,2007-03-06,Carmen
2646,1705320,2007-03-26,Luisa
2647,1772540,2006-12-25,Pedro
2648,1093456,2007-01-24,Pedro
2649,1324125,2006-12-31,Carmen
2650,1199394,,
2651,957264,,
2652,643060,2006-12-24,Carmen
2653,2909412,,
2654,891136,,
2655,733236,2006-12-15,Jesús
2656,1622400,2006-11-16,Carmen
2657,1473219,2007-02-20,Jesús
2658,395149,,
2659,563762,,
2660,557604,2006-12-17,Carmen
2661,954249,2006-12-21,Carmen
2662,1041448,,
2663,1165548,,
2664,336043,2007-03-05,Luisa
2665,2539236,2007-01-11,Joaquín
2666,853494,,
2667,554148,,
2668,889350,2007-01-11,Carmen
2669,1694630,,
2670,925749,,
2671,996096,2007-04-27,Luisa
2672,380280,2007-03-29,Jesús
2673,760854,2007-03-13,Jesús
2674,219145,2006-12-21,Carmen
2675,2574558,,
2676,1114940,,
2677,1793695,2006-12-16,Carmen
2678,326598,2007-03-23,María
2679,1096452,2007-03-31,Luisa
2680,531493,2007-01-03,Jesús
2681,1971501,,
2682,307744,2007-04-28,María
2683,506252,,
2684,498560,2007-01-28,Pedro
2685,1277381,,
2686,1287428,,
2687,1230240,,
2688,2173169,2007-01-20,María
2689,2399312,2006-12-28,Luisa
2690,380072,2006-12-14,Joaquín
2691,354853,,
2692,1981440,2007-05-03,Jesús
2693,2200452,,
2694,1695948,2007-03-23,Pedro
2695,2080290,2007-01-19,Luisa
2696,2977318,,
2697,403770,2007-02-28,Jesús
2698,634130,2007-02-19,Joaquín
2699,1025491,,
2700,1191610,2006-12-24,María
2701,1553772,2007-04-20,Luisa
2702,2534241,2007-01-28,María
2703,1556282,,
2704,613251,2007-03-08,Joaquín
2705,1176480,,
2706,351492,2007-01-26,María
2707,2326346,,
2708,1643568,,
2709,2445724,2006-12-20,Luisa
2710,2153580,,
2711,348823,,
2712,1994933,2007-04-09,Carmen
2713,478431,2007-01-28,Carmen
2714,1110907,,
2715,2076480,,
2716,407114,2007-04-24,Pedro
2717,1349705,,
2718,770552,,
2719,918380,,
2720,256992,,
2721,2180939,,
2722,680606,2007-02-19,Pedro
2723,874256,,
2724,1299315,,
2725,545100,2007-01-11,Pedro
2726,1580790,2007-03-04,Carmen
2727,591325,2007-01-07,Joaquín
2728,920490,,
2729,583236,,
2730,2885316,2007-02-13,María
2731,1239525,,
2732,482274,2007-05-02,María
2733,1967242,2006-12-28,Pedro
2734,1057755,,
2735,1956864,2007-01-28,Carmen
2736,604440,,
2737,535408,2007-01-06,Joaquín
2738,779058,,
2739,2297985,,
2740,672192,2007-02-15,María
2741,1298752,,
2742,578688,,
2743,1728230,,
2744,1040252,2007-01-02,Carmen
2745,1134984,,
2746,2066688,,
2747,579348,2006-12-31,Carmen
2748,1326135,,
2749,2121278,2007-02-23,Joaquín
2750,1262196,2007-04-24,Jesús
2751,2242839,,
2752,1317210,2007-01-07,María
2753,2001266,2007-02-10,Luisa
2754,1088616,2007-03-11,María
2755,1475172,,
2756,958608,2007-02-23,Jesús
2757,458346,,
2758,185976,2007-01-19,Luisa
2759,641080,2007-01-31,Carmen
2760,375067,2007-01-10,Carmen
2761,1819875,,
2762,1345545,2007-05-07,Luisa
2763,976885,2007-01-14,Pedro
2764,1094225,,
2765,1519214,,
2766,1734264,2007-05-06,Pedro
2767,1536906,,
2768,1194078,2007-03-30,Joaquín
2769,2291404,2007-04-23,María
2770,496881,2007-02-01,Luisa
2771,372672,2007-05-04,María
2772,1536212,,
2773,1780199,2007-03-20,Carmen
2774,1484544,,
2775,2381770,2007-03-11,María
2776,2072632,2007-02-02,Joaquín
2777,949025,2007-01-20,Joaquín
2778,1658785,,
2779,1242498,2007-03-26,Luisa
2780,724090,,
2781,896532,,
2782,985883,2007-04-14,Luisa
2783,2008176,,
2784,288966,,
2785,1015015,2007-03-03,Carmen
2786,1211427,2007-04-09,Jesús
2787,552476,,
2788,777240,2007-04-04,Carmen
2789,1565620,2007-04-04,María
2790,914463,2007-01-22,Jesús
2791,1770503,2007-02-11,Pedro
2792,1370500,,
2793,360582,,
2794,2327080,,
2795,1345213,,
2796,2096050,,
2797,1028988,,
2798,1319336,,
2799,2108128,,
2800,1794366,,
2801,594880,2007-04-06,Luisa
2802,2429752,2007-01-15,Carmen
2803,762606,,
2804,1923558,2007-04-17,Luisa
2805,2621925,2007-02-19,Carmen
2806,1066527,2007-04-30,Luisa
2807,2560527,,
2808,1659742,2007-03-08,Jesús
2809,695789,2007-02-18,Carmen
2810,1480500,2007-02-19,Luisa
2811,839630,,
2812,1905300,2007-03-12,Carmen
2813,544896,,
2814,1405465,,
2815,538568,,
2816,1573514,2007-03-17,Pedro
2817,224928,,
2818,1438866,,
2819,817156,,
2820,1215554,2007-05-03,Luisa
2821,961368,,
2822,1162624,,
2823,1210496,,
2824,2669425,2007-03-23,Jesús
2825,1250172,2007-03-08,María
2826,1300360,,
2827,1513765,,
2828,1766310,,
2829,1469446,2007-03-31,Joaquín
2830,1318707,,
2831,1126944,2007-04-07,Joaquín
2832,931463,,
2833,1661760,,
2834,1956068,2007-05-03,Jesús
2835,529137,,
2836,466850,,
2837,379291,2007-04-26,María
2838,506256,,
2839,1107301,,
2840,1167020,2007-03-28,Pedro
2841,1041625,2007-05-04,Pedro
2842,1240925,,
2843,660577,2007-03-25,Carmen
2844,1843361,2007-01-30,Pedro
2845,887328,,
2846,416997,2007-03-13,Joaquín
2847,455499,,
2848,1940565,,
2849,1638750,2007-05-04,Carmen
2850,2267622,,
2851,567611,2007-03-18,Jesús
2852,2292160,2007-03-07,Jesús
2853,1105230,,
2854,400816,2007-03-28,Carmen
2855,821889,,
2856,2569923,2007-03-28,Pedro
2857,963459,,
2858,763938,2007-05-06,Jesús
2859,294722,2007-05-05,Jesús
2860,354084,,
2861,1623600,2007-04-28,Pedro
2862,637103,2007-04-26,Pedro
2863,1186380,2007-03-06,Jesús
2864,1704050,,
2865,1427004,,
2866,1269008,,
2867,1270256,,
2868,480600,,
2869,1357648,2007-04-25,Luisa
2870,2345364,,
2871,1516293,2007-02-21,Joaquín
2872,1262624,2007-03-27,Carmen
2873,342705,,
2874,1607710,,
2875,722013,2007-03-18,Carmen
2876,799356,,
2877,950832,,
2878,1355805,,
2879,1767345,2007-04-03,Jesús
2880,815467,2007-04-25,Pedro
2881,238975,,
2882,407610,,
2883,2565285,,
2884,1414140,,
2885,850029,2007-04-22,María
2886,265289,2007-02-17,Carmen
2887,1197390,,
2888,1071515,2007-03-20,Luisa
2889,449064,,
2890,936672,,
2891,2517034,,
2892,1464192,,
2893,934200,,
2894,1014196,,
2895,979056,2007-04-26,Jesús
2896,1058832,,
2897,1771492,,
2898,1045905,2007-04-24,Joaquín
2899,344811,,
2900,598290,,
2901,563760,2007-03-13,Pedro
2902,1370911,,
2903,1454836,,
2904,1239672,2007-03-10,Jesús
2905,720278,,
2906,879366,,
2907,669056,2007-03-15,Joaquín
2908,2081868,,
2909,1166375,,
2910,1234032,2007-04-17,Joaquín
2911,2102174,,
2912,1008176,,
2913,282405,,
2914,1635030,,
2915,1185536,,
2916,1820285,,
2917,1045233,,
2918,327271,,
2919,831204,,
2920,360822,,
2921,288360,2007-03-25,Jesús
2922,519365,,
2923,890925,,
2924,367206,2007-04-03,Jesús
2925,1165649,,
2926,1095786,,
2927,1467360,,
2928,1239700,,
2929,643290,,
2930,1847590,,
2931,707350,,
2932,353628,,
2933,1752093,,
2934,1169088,,
2935,883446,,
2936,905600,2007-05-07,Joaquín
2937,1078668,2007-03-31,Jesús
2938,1274218,,
2939,789976,2007-03-08,María
2940,2474220,,
2941,684110,,
2942,2198403,2007-03-09,Joaquín
2943,1130424,,
2944,693543,,
2945,1323280,,
2946,1367100,,
2947,1186524,2007-04-24,Joaquín
2948,450336,,
2949,1270908,,
2950,1045317,,
2951,2133204,2007-03-13,Pedro
2952,1528088,,
2953,1255595,,
2954,774144,,
2955,432411,,
2956,258030,,
2957,1059956,2007-03-10,María
2958,888335,,
2959,575640,,
2960,2170622,2007-04-18,Jesús
2961,1696149,,
2962,1077196,2007-04-12,María
2963,1246058,,
2964,752896,,
2965,679140,,
2966,305128,,
2967,1094940,2007-03-25,Joaquín
2968,703159,,
2969,1385200,2007-03-31,Joaquín
2970,2797092,,
2971,1185790,,
2972,1295914,,
2973,1559800,2007-04-23,Joaquín
2974,1482068,,
2975,249072,,
2976,1957960,,
2977,1377210,,
2978,1147144,,
2979,1957200,,
2980,1421056,2007-04-04,María
2981,339192,,
2982,670310,,
2983,910563,,
2984,1407200,,
2985,2244066,2007-03-26,Joaquín
2986,1408680,2007-03-20,Jesús
2987,1492656,,
2988,1079670,,
2989,247584,2007-04-08,Joaquín
2990,562394,,
2991,776245,2007-04-15,Luisa
2992,835600,,
2993,1794927,,
2994,1997436,,
2995,1844190,,
2996,903960,,
2997,789738,,
2998,1403631,,
2999,1112631,,
3000,1993446,,
3001,2041006,,
3002,709760,2007-05-02,Jesús
3003,2086368,,
3004,651360,,
3005,913449,,
3006,2673000,,
3007,1882433,,
3008,645250,,
3009,1751124,,
3010,1646624,,
3011,1295840,,
3012,1245165,,
3013,1309365,,
3014,333312,,
3015,667520,,
3016,1060488,2007-04-28,Joaquín
3017,483828,2007-05-05,Pedro
3018,478272,,
3019,1399264,,
3020,1321161,,
3021,906830,,
3022,592030,,
3023,1725087,,
3024,2662784,,
3025,821748,,
3026,1335499,,
3027,2398617,,
3028,486416,,
3029,429730,,
3030,904344,2007-04-20,Pedro
3031,643200,,
3032,571676,,
3033,885960,,
3034,1520119,,
3035,1895036,,
3036,1022140,,
3037,862634,,
3038,1156990,,
3039,1108128,,
3040,713250,,
3041,610816,,
3042,709596,2007-04-17,Carmen
3043,1635413,,
3044,1296258,,
3045,1077858,2007-04-30,María
3046,1880032,,
3047,1934080,,
3048,269724,,
3049,440500,,
3050,1369333,,
3051,1965472,,
3052,1425488,,
3053,896800,,
3054,2204352,,
3055,511700,,
3056,1578675,,
3057,730452,,
3058,2797050,,
3059,2427311,,
3060,932292,,
3061,373240,,
3062,537825,,
3063,761520,,
3064,1486030,,
3065,968243,,
3066,1856000,,
3067,814380,,
3068,1230684,,
3069,1857735,,
3070,1360268,,
3071,2291421,,
3072,1598664,,
3073,885969,,
3074,485240,,
3075,2143368,,
3076,1570624,,
3077,1517889,,
3078,1047917,,
3079,393736,,
3080,1491920,,
3081,1420132,,
3082,1511944,,
3083,569098,,
3084,784080,,
3085,657270,,
3086,268332,,
3087,1677492,,
3088,1494204,,
3089,2321325,,
3090,1896340,,
3091,1788885,,
3092,1554336,,
3093,1086478,,
3094,302100,,
3095,2189122,,
3096,1014928,,
3097,381254,,
3098,2563064,,
3099,1445090,,
3100,2148783,,
3101,1295712,,
3102,921827,,
3103,915936,,
3104,659808,,
3105,1636700,,
3106,997776,,
3107,1065995,,
3108,599604,,
3109,301346,,
3110,860676,,
3111,684356,,
3112,1005648,,
3113,1045486,,
3114,1528906,,
3115,285136,,
3116,1431040,,
3117,2449082,,
3118,952929,,
3119,1746420,,
3120,2658076,,
3121,496020,,
3122,185010,,
3123,2154096,,
3124,688058,,
3125,2902284,,
3126,523802,,
3127,1817442,,
3128,1050664,,
3129,443362,,
3130,839913,,
3131,521910,,
3132,519023,,
3133,1468740,,
3134,1048714,,
3135,417626,,
3136,268488,,
3137,1108604,,
3138,2357240,,
3139,1248072,,
3140,1708434,,
3141,802393,,
3142,979183,,
3143,1978848,,
3144,1789866,,
3145,1568610,,
3146,1325730,,
3147,1855770,,
3148,324648,,
3149,1158894,,
3150,293303,,
3151,260775,,
3152,1040635,,
3153,1527516,,
3154,590785,,
3155,858714,,
3156,435670,,
3157,1127274,,
3158,305945,,
3159,992698,,
3160,648092,,
3161,2186658,,
3162,973206,,
3163,1175040,,
3164,1433796,,
3165,348696,,
3166,738700,,
3167,1374975,,
3168,2066100,,
3169,1576848,,
3170,684588,,
3171,1478573,,
3172,1395837,,
3173,520384,,
3174,1780812,,
3175,825759,,
3176,801408,,
3177,1028074,,
3178,904935,,
3179,1615068,,
3180,957453,,
3181,1587768,,
3182,606279,,
3183,2233602,,
3184,1913624,,
3185,1583686,,
3186,1420020,,
3187,311090,,
3188,732028,,
3189,1324008,,
3190,1057310,,
3191,2439640,,
3192,2019120,,
3193,397606,,
3194,1109075,,
3195,2075632,,
3196,2262708,,
3197,1684340,,
3198,1859220,,
3199,181192,,
3200,849462,,
3201,1360966,,
3202,1694763,,
3203,350872,,
3204,870837,,
3205,1622790,,
3206,1195474,,
3207,1083261,,
3208,918722,,
3209,997968,,
3210,601306,,
3211,425173,,
3212,503871,,
3213,1607588,,
3214,522912,,
3215,319347,,
3216,1020257,,
3217,812913,,
3218,905920,,
3219,905532,,
3220,1134840,,
3221,1034034,,
3222,949060,,
3223,1242624,,
3224,1456487,,
3225,1128390,,
3226,720576,,
3227,325420,,
3228,1194342,,
3229,476784,,
3230,520672,,
3231,306020,,
3232,713680,,
3233,763983,,
3234,347776,,
3235,2765240,,
3236,470118,,
3237,726264,,
3238,1056714,,
3239,774792,,
3240,555013,,
3241,586920,,
3242,1096470,,
3243,1364690,,
3244,1800729,,
3245,1035648,,
3246,940310,,
3247,1298025,,
3248,192290,,
3249,1202811,,
3250,366780,,
3251,1966615,,
3252,1389072,,
3253,495093,,
3254,1194726,,
3255,2010960,,
3256,912256,,
3257,777868,,
3258,1114746,,
3259,1028676,,
3260,1674794,,
3261,1608903,,
3262,1630569,,
3263,1475952,,
3264,393057,,
3265,1925935,,
3266,1682346,,
3267,2908500,,
3268,1178610,,
3269,622909,,
3270,1056839,,
3271,1656364,,
3272,739872,,
3273,898209,,
3274,417564,,
3275,591004,,
3276,1802156,,
3277,725474,,
3278,845640,,
3279,761536,,
3280,2336340,,
3281,1296900,,
3282,2384334,,
3283,1517292,,
3284,631057,,
3285,2490587,,
3286,443460,,
3287,2065357,,
3288,2914416,,
3289,1147000,,
3290,1567834,,
3291,787400,,
3292,1028159,,
3293,818176,,
3294,1088181,,
3295,414829,,
3296,1497132,,
3297,2689434,,
3298,1224850,,
3299,881868,,
3300,448065,,
3301,2179125,,
3302,916229,,
3303,1270400,,
3304,1026508,,
3305,1760000,,
3306,1533077,,
3307,1180036,,
3308,760620,,
3309,825430,,
3310,830830,,
3311,2129576,,
3312,1297780,,
3313,1808512,,
3314,1386892,,
3315,1063902,,
3316,1804088,,
3317,394250,,
3318,540018,,
3319,293172,,
3320,607014,,
3321,180048,,
3322,2686236,,
3323,807432,,
3324,463424,,
3325,2078216,,
3326,999005,,
3327,355135,,
3328,2517504,,
3329,612568,,
3330,845790,,
3331,1031320,,
3332,1450644,,
3333,454080,,
3334,740688,,
3335,397408,,
3336,2140712,,
