,Referencia,Fecha Alta,Tipo,Operación,Provincia,Superficie,Precio Venta,Fecha Venta,Vendedor
1595,1596,2005-07-25,Suelo,Alquiler,Barcelona,264,2133120,2006-01-26,María
1596,1597,2005-07-26,Parking,Venta,Lleida,256,1656064,2006-02-02,Pedro
1600,1601,2005-07-28,Industrial,Venta,Lleida,136,1309544,2005-11-19,Joaquín
1603,1604,2005-07-29,Suelo,Venta,Tarragona,132,807048,2005-10-31,Carmen
1604,1605,2005-07-30,Casa,Alquiler,Barcelona,260,1301560,2005-12-29,Carmen
1607,1608,2005-08-01,Oficina,Venta,Barcelona,139,740731,2006-03-14,María
1609,1610,2005-08-01,Piso,Venta,Lleida,245,2292465,2006-06-10,Carmen
1611,1612,2005-08-03,Oficina,Venta,Lleida,275,2110900,2006-07-24,Pedro
1614,1615,2005-08-03,Oficina,Venta,Girona,64,399488,2005-12-07,Jesús
1620,1621,2005-08-04,Casa,Venta,Girona,286,1658800,2005-11-27,María
1621,1622,2005-08-04,Industrial,Venta,Tarragona,233,1782683,2006-07-28,Pedro
1625,1626,2005-08-05,Local,Venta,Barcelona,188,1209216,2006-03-14,María
1626,1627,2005-08-06,Parking,Venta,Barcelona,245,1202705,2005-12-10,Jesús
1627,1628,2005-08-06,Parking,Venta,Girona,297,2440449,2006-08-03,Carmen
1630,1631,2005-08-07,Local,Alquiler,Barcelona,300,1900200,2005-12-09,Pedro
1632,1633,2005-08-07,Suelo,Venta,Lleida,201,1522977,2005-11-24,Carmen
1633,1634,2005-08-07,Industrial,Venta,Girona,92,739864,2006-01-28,Luisa
1635,1636,2005-08-08,Suelo,Venta,Girona,224,1448384,2005-12-20,Joaquín
1636,1637,2005-08-08,Parking,Venta,Barcelona,112,829808,2006-03-29,Joaquín
1637,1638,2005-08-08,Piso,Venta,Girona,184,1156808,2006-04-26,Carmen
1638,1639,2005-08-09,Parking,Venta,Lleida,300,2155200,2006-08-05,Jesús
1641,1642,2005-08-10,Industrial,Venta,Lleida,276,2667816,2005-12-16,Joaquín
1643,1644,2005-08-10,Local,Venta,Barcelona,269,2384954,2006-02-12,María
1645,1646,2005-08-11,Parking,Venta,Girona,184,1147608,2006-06-29,Luisa
1646,1647,2005-08-12,Local,Venta,Tarragona,297,2888325,2005-11-27,Pedro
1647,1648,2005-08-12,Casa,Venta,Tarragona,118,545986,2006-02-27,Pedro
1648,1649,2005-08-14,Local,Venta,Barcelona,119,906780,2005-11-21,Carmen
1650,1651,2005-08-14,Parking,Venta,Lleida,77,592823,2006-03-25,Pedro
1660,1661,2005-08-17,Oficina,Venta,Barcelona,58,509356,2006-05-20,Luisa
1661,1662,2005-08-17,Piso,Venta,Lleida,167,1423007,2006-04-08,Carmen
1663,1664,2005-08-19,Oficina,Venta,Girona,272,2233120,2005-12-13,Luisa
1666,1667,2005-08-22,Local,Venta,Barcelona,209,843106,2006-01-24,María
1669,1670,2005-08-23,Local,Venta,Tarragona,263,1499889,2006-08-08,Pedro
1670,1671,2005-08-24,Industrial,Venta,Tarragona,236,1707224,2006-02-05,Pedro
1671,1672,2005-08-25,Oficina,Venta,Girona,227,1789214,2005-12-02,Joaquín
1672,1673,2005-08-26,Industrial,Venta,Lleida,223,1509710,2006-01-11,Jesús
1673,1674,2005-08-26,Casa,Venta,Girona,242,2290046,2006-01-24,María
1675,1676,2005-08-27,Oficina,Venta,Tarragona,239,2181353,2006-06-15,María
1676,1677,2005-08-27,Industrial,Venta,Lleida,300,2625600,2006-01-08,María
1677,1678,2005-08-27,Oficina,Venta,Lleida,48,474864,2006-02-11,Luisa
1678,1679,2005-08-27,Oficina,Venta,Barcelona,91,663845,2006-04-07,María
1680,1681,2005-08-28,Casa,Venta,Girona,284,1459192,2006-07-02,María
1681,1682,2005-08-28,Casa,Alquiler,Girona,265,1441070,2006-08-04,Jesús
1682,1683,2005-08-28,Suelo,Venta,Tarragona,101,552773,2005-11-28,Luisa
1684,1685,2005-08-28,Piso,Alquiler,Barcelona,254,1191260,2006-07-27,Pedro
1685,1686,2005-08-28,Piso,Venta,Lleida,97,765815,2006-07-15,María
1687,1688,2005-08-29,Piso,Alquiler,Lleida,252,1923516,2006-05-23,Pedro
1689,1690,2005-08-30,Parking,Venta,Girona,142,681884,2006-06-12,Carmen
1690,1691,2005-08-30,Casa,Venta,Tarragona,139,785628,2006-01-10,Jesús
1691,1692,2005-08-30,Local,Venta,Lleida,78,391950,2006-03-14,Jesús
1692,1693,2005-08-30,Suelo,Venta,Lleida,233,2171327,2006-01-09,Jesús
1693,1694,2005-08-31,Local,Venta,Girona,275,1826825,2006-05-14,Jesús
1695,1696,2005-08-31,Industrial,Venta,Barcelona,158,1473982,2006-08-29,Carmen
1696,1697,2005-09-01,Industrial,Venta,Girona,116,1143412,2006-07-03,María
1699,1700,2005-09-03,Parking,Venta,Barcelona,163,1150128,2006-03-18,Joaquín
1700,1701,2005-09-03,Piso,Venta,Barcelona,245,1517285,2006-05-07,Luisa
1702,1703,2005-09-06,Industrial,Venta,Lleida,288,2171520,2006-08-28,Carmen
1703,1704,2005-09-06,Industrial,Venta,Barcelona,161,827057,2006-05-05,María
1705,1706,2005-09-06,Industrial,Alquiler,Tarragona,261,2026404,2006-02-05,Carmen
1709,1710,2005-09-07,Local,Venta,Barcelona,272,2074000,2006-08-14,Joaquín
1710,1711,2005-09-08,Local,Venta,Barcelona,299,1424436,2006-01-17,Carmen
1712,1713,2005-09-09,Piso,Venta,Girona,201,1333434,2006-02-17,María
1713,1714,2005-09-09,Suelo,Venta,Barcelona,129,617652,2006-09-03,Joaquín
1715,1716,2005-09-09,Oficina,Venta,Tarragona,187,1031305,2006-02-17,Joaquín
1717,1718,2005-09-09,Local,Venta,Barcelona,218,1911424,2006-07-22,Carmen
1718,1719,2005-09-10,Industrial,Venta,Lleida,121,747659,2006-03-08,Pedro
1719,1720,2005-09-10,Local,Venta,Barcelona,254,1668526,2005-12-29,Carmen
1723,1724,2005-09-10,Parking,Venta,Tarragona,270,1798470,2006-03-02,Joaquín
1726,1727,2005-09-11,Industrial,Venta,Tarragona,271,2028164,2006-01-07,María
1728,1729,2005-09-11,Suelo,Venta,Tarragona,185,1230990,2006-05-19,Jesús
1729,1730,2005-09-12,Oficina,Venta,Tarragona,194,1490114,2005-12-18,Luisa
1730,1731,2005-09-12,Parking,Venta,Tarragona,223,2143922,2006-04-20,Jesús
1731,1732,2005-09-12,Oficina,Venta,Barcelona,66,415866,2006-07-19,María
1732,1733,2005-09-13,Industrial,Venta,Barcelona,140,864080,2006-02-08,Carmen
1734,1735,2005-09-14,Parking,Alquiler,Girona,258,1430352,2006-01-14,María
1736,1737,2005-09-14,Piso,Venta,Barcelona,94,707914,2006-05-07,Jesús
1739,1740,2005-09-16,Local,Venta,Tarragona,145,598705,2005-12-17,María
1740,1741,2005-09-16,Oficina,Venta,Tarragona,79,441373,2006-02-02,Carmen
1741,1742,2005-09-17,Parking,Venta,Girona,70,428190,2006-02-20,Jesús
1742,1743,2005-09-17,Casa,Venta,Girona,292,2630336,2006-01-08,Joaquín
1743,1744,2005-09-17,Piso,Venta,Tarragona,51,425646,2005-12-18,Luisa
1744,1745,2005-09-17,Casa,Venta,Tarragona,132,641520,2006-04-04,Joaquín
1749,1750,2005-09-21,Local,Venta,Girona,117,474084,2006-07-21,Luisa
1750,1751,2005-09-21,Parking,Alquiler,Girona,258,1758786,2006-02-24,Jesús
1751,1752,2005-09-21,Piso,Venta,Tarragona,116,803300,2006-09-13,María
1753,1754,2005-09-21,Piso,Venta,Lleida,55,433235,2006-03-23,Carmen
1754,1755,2005-09-22,Casa,Venta,Barcelona,182,1305304,2006-06-06,Luisa
1758,1759,2005-09-25,Casa,Venta,Tarragona,232,2133472,2006-05-18,Carmen
1760,1761,2005-09-26,Piso,Venta,Lleida,214,1689316,2006-01-17,Carmen
1761,1762,2005-09-26,Casa,Venta,Girona,191,1514057,2006-09-20,Luisa
1765,1766,2005-09-29,Oficina,Venta,Barcelona,231,2299374,2006-05-15,Jesús
1766,1767,2005-09-29,Parking,Venta,Lleida,82,764240,2006-01-15,Pedro
1768,1769,2005-10-01,Oficina,Venta,Tarragona,134,549668,2006-08-10,Pedro
1769,1770,2005-10-01,Piso,Venta,Barcelona,164,878712,2006-01-21,María
1770,1771,2005-10-01,Local,Alquiler,Tarragona,285,1779825,2006-02-28,María
1772,1773,2005-10-01,Casa,Venta,Barcelona,132,850476,2006-05-20,Jesús
1773,1774,2005-10-01,Casa,Venta,Lleida,193,1033515,2005-12-30,Pedro
1774,1775,2005-10-01,Local,Venta,Girona,53,446313,2006-08-16,Pedro
1775,1776,2005-10-01,Parking,Venta,Tarragona,229,2215117,2006-08-01,Jesús
1776,1777,2005-10-02,Local,Venta,Girona,279,1512738,2006-07-08,Luisa
1779,1780,2005-10-02,Casa,Venta,Barcelona,180,979560,2006-06-09,María
1780,1781,2005-10-02,Casa,Venta,Barcelona,55,264385,2006-07-27,Joaquín
1781,1782,2005-10-02,Casa,Alquiler,Barcelona,258,1146552,2006-07-26,Luisa
1782,1783,2005-10-03,Piso,Venta,Lleida,300,1506300,2006-04-24,Pedro
1784,1785,2005-10-03,Oficina,Venta,Tarragona,61,257725,2006-02-27,Jesús
1785,1786,2005-10-03,Casa,Venta,Lleida,82,359406,2006-09-28,Pedro
1786,1787,2005-10-03,Parking,Venta,Tarragona,299,2669472,2006-06-10,Joaquín
1787,1788,2005-10-03,Parking,Venta,Girona,85,658835,2006-07-14,Luisa
1789,1790,2005-10-04,Local,Venta,Girona,238,2184364,2006-08-11,Luisa
1791,1792,2005-10-05,Local,Venta,Barcelona,106,804540,2006-10-02,Pedro
1792,1793,2005-10-05,Casa,Alquiler,Barcelona,274,1753052,2006-02-28,Joaquín
1794,1795,2005-10-05,Oficina,Venta,Barcelona,224,1420160,2006-05-03,Jesús
1798,1799,2005-10-06,Oficina,Alquiler,Lleida,289,2249576,2006-06-18,Carmen
1799,1800,2005-10-06,Industrial,Venta,Lleida,160,1319520,2006-08-02,Jesús
1800,1801,2005-10-06,Piso,Venta,Tarragona,127,1204722,2006-07-29,Joaquín
1801,1802,2005-10-07,Oficina,Venta,Barcelona,158,909606,2006-06-19,Carmen
1802,1803,2005-10-07,Casa,Venta,Lleida,253,2378453,2006-09-10,Luisa
1803,1804,2005-10-07,Suelo,Venta,Barcelona,116,857936,2006-01-23,Luisa
1804,1805,2005-10-07,Suelo,Venta,Barcelona,242,1963104,2006-07-19,Pedro
1805,1806,2005-10-08,Industrial,Venta,Tarragona,264,1133352,2006-02-02,Pedro
1807,1808,2005-10-09,Local,Venta,Lleida,129,735945,2006-06-08,Joaquín
1809,1810,2005-10-11,Industrial,Venta,Barcelona,64,480384,2006-05-15,Carmen
1810,1811,2005-10-12,Oficina,Venta,Lleida,215,1473180,2006-05-12,Pedro
1811,1812,2005-10-12,Oficina,Venta,Barcelona,124,945624,2006-05-22,Joaquín
1815,1816,2005-10-12,Industrial,Venta,Tarragona,120,1050000,2006-02-05,Pedro
1816,1817,2005-10-13,Industrial,Venta,Girona,76,368676,2006-09-29,Luisa
1817,1818,2005-10-13,Local,Venta,Lleida,255,2063460,2006-05-25,Luisa
1818,1819,2005-10-13,Casa,Venta,Lleida,245,1605730,2006-06-20,Pedro
1819,1820,2005-10-14,Industrial,Venta,Lleida,122,497272,2006-08-16,Luisa
1821,1822,2005-10-15,Casa,Venta,Girona,84,437640,2006-02-09,María
1822,1823,2005-10-15,Parking,Alquiler,Barcelona,271,2334123,2006-08-02,Joaquín
1823,1824,2005-10-15,Local,Alquiler,Lleida,257,2136184,2006-04-18,Jesús
1824,1825,2005-10-15,Piso,Venta,Girona,262,2390750,2006-03-11,Pedro
1825,1826,2005-10-16,Suelo,Venta,Barcelona,228,994536,2006-03-27,Joaquín
1826,1827,2005-10-16,Oficina,Venta,Girona,145,1169860,2006-05-06,Joaquín
1827,1828,2005-10-16,Local,Venta,Barcelona,214,1687604,2006-01-22,Luisa
1829,1830,2005-10-17,Oficina,Venta,Lleida,202,1867692,2006-03-06,Jesús
1830,1831,2005-10-17,Oficina,Venta,Tarragona,156,991224,2006-05-30,Carmen
1834,1835,2005-10-19,Oficina,Venta,Tarragona,70,511840,2006-03-20,María
1838,1839,2005-10-21,Casa,Alquiler,Girona,258,2475510,2006-06-28,Jesús
1839,1840,2005-10-22,Suelo,Alquiler,Barcelona,276,1544496,2006-05-12,Carmen
1841,1842,2005-10-22,Industrial,Venta,Lleida,254,2299208,2006-09-05,Pedro
1847,1848,2005-10-27,Oficina,Venta,Girona,266,1327606,2006-05-02,María
1848,1849,2005-10-28,Casa,Venta,Girona,160,781120,2006-04-10,Pedro
1850,1851,2005-10-28,Parking,Venta,Tarragona,162,957582,2006-03-24,Joaquín
1853,1854,2005-10-28,Suelo,Venta,Barcelona,249,1878954,2006-10-28,Luisa
1854,1855,2005-10-29,Casa,Venta,Girona,160,1263040,2006-02-08,Jesús
1855,1856,2005-10-29,Casa,Venta,Girona,284,2467960,2006-04-25,Pedro
1856,1857,2005-10-30,Local,Venta,Lleida,254,2394204,2006-08-19,María
1860,1861,2005-11-02,Suelo,Venta,Lleida,228,1944840,2006-10-10,María
1861,1862,2005-11-02,Parking,Venta,Barcelona,249,2221329,2006-05-12,Pedro
1862,1863,2005-11-02,Suelo,Venta,Tarragona,82,417872,2006-03-23,Luisa
1864,1865,2005-11-03,Casa,Venta,Lleida,71,299407,2006-04-05,María
1865,1866,2005-11-03,Suelo,Venta,Lleida,70,540890,2006-06-12,Jesús
1866,1867,2005-11-03,Parking,Venta,Tarragona,111,514596,2006-05-27,Luisa
1867,1868,2005-11-04,Suelo,Venta,Girona,69,667299,2006-10-25,Luisa
1868,1869,2005-11-04,Piso,Venta,Girona,259,1074332,2006-02-09,Joaquín
1869,1870,2005-11-04,Suelo,Venta,Girona,191,1895293,2006-07-21,María
1870,1871,2005-11-05,Oficina,Venta,Girona,119,523481,2006-10-29,Luisa
1873,1874,2005-11-07,Piso,Venta,Lleida,128,706560,2006-04-16,Carmen
1874,1875,2005-11-07,Oficina,Venta,Lleida,93,589155,2006-04-22,Carmen
1876,1877,2005-11-08,Oficina,Venta,Tarragona,171,1093887,2006-04-09,Pedro
1877,1878,2005-11-08,Local,Venta,Girona,170,974610,2006-08-18,María
1878,1879,2005-11-08,Piso,Venta,Tarragona,59,265913,2006-05-13,Luisa
1884,1885,2005-11-12,Suelo,Venta,Tarragona,225,1300500,2006-07-24,Carmen
1885,1886,2005-11-12,Oficina,Alquiler,Girona,273,2333058,2006-03-05,Joaquín
1886,1887,2005-11-13,Parking,Venta,Barcelona,156,692484,2006-02-19,Pedro
1887,1888,2005-11-13,Suelo,Venta,Tarragona,68,392972,2006-07-27,Pedro
1889,1890,2005-11-13,Oficina,Venta,Tarragona,251,2070750,2006-09-03,Carmen
1891,1892,2005-11-13,Industrial,Venta,Tarragona,154,1380764,2006-05-04,Carmen
1893,1894,2005-11-14,Parking,Venta,Girona,46,426880,2006-05-16,Luisa
1894,1895,2005-11-14,Suelo,Venta,Lleida,280,1720320,2006-04-05,María
1895,1896,2005-11-14,Oficina,Venta,Lleida,191,804683,2006-02-14,María
1899,1900,2005-11-16,Local,Venta,Tarragona,277,1116587,2006-10-01,Carmen
1902,1903,2005-11-19,Parking,Venta,Barcelona,145,1213505,2006-11-05,Pedro
1903,1904,2005-11-19,Oficina,Venta,Tarragona,220,1601600,2006-05-05,Luisa
1906,1907,2005-11-20,Suelo,Venta,Tarragona,106,501380,2006-10-16,Jesús
1907,1908,2005-11-21,Parking,Venta,Lleida,51,472668,2006-04-04,María
1911,1912,2005-11-22,Industrial,Venta,Girona,95,783370,2006-09-04,Jesús
1912,1913,2005-11-22,Industrial,Alquiler,Tarragona,287,1926344,2006-06-18,María
1915,1916,2005-11-22,Oficina,Venta,Lleida,263,2323868,2006-05-25,Pedro
1916,1917,2005-11-23,Local,Venta,Tarragona,58,426010,2006-03-09,Joaquín
1917,1918,2005-11-23,Parking,Venta,Girona,45,301815,2006-10-19,Joaquín
1919,1920,2005-11-23,Suelo,Venta,Girona,243,2347137,2006-07-19,María
1920,1921,2005-11-24,Oficina,Venta,Girona,87,655893,2006-03-09,Jesús
1921,1922,2005-11-24,Casa,Venta,Tarragona,223,1360523,2006-03-02,Jesús
1922,1923,2005-11-24,Suelo,Alquiler,Tarragona,287,1276289,2006-04-19,María
1923,1924,2005-11-25,Parking,Alquiler,Tarragona,295,2613405,2006-11-23,Carmen
1924,1925,2005-11-25,Industrial,Alquiler,Barcelona,276,1817736,2006-09-14,Joaquín
1929,1930,2005-11-26,Industrial,Alquiler,Tarragona,276,1539252,2006-09-20,Pedro
1930,1931,2005-11-27,Casa,Alquiler,Tarragona,288,1228320,2006-09-23,Jesús
1931,1932,2005-11-27,Local,Venta,Girona,88,795696,2006-05-24,María
1935,1936,2005-11-28,Piso,Venta,Barcelona,249,1780350,2006-03-14,Luisa
1936,1937,2005-11-28,Suelo,Venta,Girona,188,1265992,2006-10-21,Luisa
1937,1938,2005-11-29,Local,Venta,Tarragona,154,783860,2006-05-10,Carmen
1939,1940,2005-11-30,Industrial,Venta,Girona,102,941154,2006-08-11,Pedro
1940,1941,2005-11-30,Casa,Venta,Lleida,172,1701080,2006-10-06,María
1942,1943,2005-12-01,Oficina,Venta,Lleida,289,1406563,2006-08-10,Jesús
1944,1945,2005-12-03,Local,Venta,Lleida,264,1545720,2006-06-09,Luisa
1945,1946,2005-12-03,Piso,Alquiler,Barcelona,264,2147112,2006-05-10,Joaquín
1948,1949,2005-12-05,Piso,Venta,Barcelona,85,693515,2006-03-31,Luisa
1949,1950,2005-12-05,Industrial,Venta,Barcelona,67,324213,2006-04-10,Luisa
1953,1954,2005-12-06,Industrial,Venta,Lleida,264,1346136,2006-10-25,Joaquín
1954,1955,2005-12-07,Casa,Venta,Barcelona,150,753900,2006-03-30,María
1955,1956,2005-12-07,Industrial,Venta,Girona,202,1028382,2006-05-07,Pedro
1956,1957,2005-12-08,Oficina,Alquiler,Barcelona,293,2868470,2006-03-18,Luisa
1957,1958,2005-12-09,Parking,Alquiler,Lleida,296,1536832,2006-08-22,Joaquín
1958,1959,2005-12-09,Casa,Venta,Tarragona,203,1002211,2006-10-04,María
1959,1960,2005-12-09,Industrial,Venta,Tarragona,287,2446962,2006-11-10,María
1960,1961,2005-12-09,Suelo,Venta,Barcelona,171,807120,2006-11-21,Pedro
1961,1962,2005-12-11,Suelo,Venta,Barcelona,238,2203166,2006-05-01,Carmen
1963,1964,2005-12-13,Piso,Venta,Girona,116,804344,2006-04-29,María
1965,1966,2005-12-13,Local,Venta,Barcelona,66,270996,2006-07-04,Luisa
1966,1967,2005-12-14,Casa,Venta,Lleida,216,2046384,2006-07-03,Pedro
1967,1968,2005-12-15,Local,Venta,Lleida,218,1732446,2006-10-05,Jesús
1968,1969,2005-12-16,Piso,Venta,Barcelona,259,1842785,2006-07-19,María
1969,1970,2005-12-16,Casa,Venta,Barcelona,106,856692,2006-06-12,María
1972,1973,2005-12-17,Parking,Venta,Girona,67,490507,2006-04-01,María
1975,1976,2005-12-17,Local,Venta,Barcelona,165,1393095,2006-12-15,Carmen
1977,1978,2005-12-19,Casa,Venta,Tarragona,162,696762,2006-07-06,Pedro
1979,1980,2005-12-20,Local,Venta,Lleida,281,2671748,2006-12-18,Carmen
1981,1982,2005-12-21,Piso,Venta,Barcelona,248,1036392,2006-12-03,Luisa
1983,1984,2005-12-21,Oficina,Venta,Tarragona,110,701250,2006-11-11,Luisa
1984,1985,2005-12-21,Piso,Venta,Tarragona,289,2789428,2006-04-29,Pedro
1988,1989,2005-12-22,Casa,Venta,Barcelona,276,2548584,2006-10-13,Jesús
1990,1991,2005-12-22,Oficina,Venta,Tarragona,274,2456958,2006-10-03,Jesús
1991,1992,2005-12-22,Industrial,Venta,Lleida,116,984144,2006-06-04,Luisa
1992,1993,2005-12-23,Local,Venta,Girona,299,2110342,2006-04-13,Jesús
1993,1994,2005-12-23,Casa,Venta,Girona,86,651192,2006-04-23,Luisa
1994,1995,2005-12-23,Local,Alquiler,Barcelona,267,2263626,2006-07-04,Pedro
1995,1996,2005-12-23,Industrial,Venta,Tarragona,178,1642584,2006-12-18,Luisa
1996,1997,2005-12-23,Casa,Venta,Tarragona,206,1058840,2006-04-02,Jesús
1997,1998,2005-12-24,Local,Venta,Tarragona,264,2303928,2006-04-17,Luisa
1998,1999,2005-12-24,Piso,Venta,Tarragona,243,1693710,2006-05-23,Pedro
1999,2000,2005-12-25,Oficina,Venta,Tarragona,96,456672,2006-07-01,Pedro
2000,2001,2005-12-25,Suelo,Venta,Barcelona,265,1348055,2006-07-19,Joaquín
2001,2002,2005-12-25,Casa,Venta,Barcelona,283,1653852,2006-08-28,María
2002,2003,2005-12-26,Piso,Alquiler,Tarragona,300,1432500,2006-06-21,María
2005,2006,2005-12-27,Parking,Venta,Girona,272,1774528,2006-06-21,Jesús
2009,2010,2005-12-27,Piso,Venta,Barcelona,158,1040746,2006-09-25,Luisa
2010,2011,2005-12-28,Oficina,Venta,Lleida,259,1555813,2006-09-17,Carmen
2011,2012,2005-12-30,Piso,Venta,Tarragona,94,924866,2006-12-23,Jesús
2014,2015,2005-12-30,Parking,Venta,Girona,262,1407726,2006-11-01,María
2015,2016,2005-12-31,Casa,Alquiler,Girona,284,2815292,2006-12-07,Jesús
2017,2018,2006-01-01,Industrial,Venta,Barcelona,75,545925,2006-09-08,Joaquín
2021,2022,2006-01-02,Industrial,Venta,Tarragona,129,588756,2006-09-05,Carmen
2022,2023,2006-01-02,Local,Venta,Girona,141,763233,2006-12-26,Luisa
2023,2024,2006-01-02,Casa,Alquiler,Girona,271,2471249,2006-04-04,Joaquín
2024,2025,2006-01-02,Local,Alquiler,Lleida,277,1499678,2006-11-03,Luisa
2026,2027,2006-01-03,Industrial,Venta,Girona,41,368959,2006-08-29,Carmen
2027,2028,2006-01-03,Local,Venta,Barcelona,122,680760,2006-05-01,María
2030,2031,2006-01-03,Parking,Venta,Lleida,233,1450425,2006-07-16,Luisa
2031,2032,2006-01-03,Industrial,Venta,Girona,116,616192,2006-05-21,María
2034,2035,2006-01-05,Industrial,Venta,Lleida,289,1809140,2006-09-12,Joaquín
2035,2036,2006-01-05,Parking,Venta,Barcelona,90,446940,2006-06-26,María
2036,2037,2006-01-06,Local,Venta,Barcelona,110,700700,2006-04-20,Pedro
2037,2038,2006-01-06,Local,Alquiler,Barcelona,283,2107784,2006-04-19,María
2038,2039,2006-01-06,Parking,Venta,Barcelona,199,1139076,2006-06-21,Joaquín
2040,2041,2006-01-07,Industrial,Venta,Tarragona,120,823200,2006-09-02,María
2041,2042,2006-01-08,Suelo,Venta,Barcelona,80,539280,2006-08-01,María
2042,2043,2006-01-08,Casa,Alquiler,Girona,280,2346400,2006-05-07,María
2045,2046,2006-01-09,Industrial,Alquiler,Girona,256,2331648,2006-11-26,Luisa
2047,2048,2006-01-10,Local,Venta,Tarragona,170,1102280,2006-08-05,Pedro
2048,2049,2006-01-10,Casa,Venta,Barcelona,275,1856525,2006-09-04,Jesús
2050,2051,2006-01-11,Parking,Venta,Tarragona,130,1275560,2006-11-13,María
2052,2053,2006-01-11,Oficina,Venta,Girona,185,1730675,2006-10-07,María
2053,2054,2006-01-11,Oficina,Venta,Tarragona,247,1568697,2006-05-14,Luisa
2054,2055,2006-01-11,Industrial,Alquiler,Barcelona,271,1196465,2006-08-05,Jesús
2055,2056,2006-01-12,Piso,Alquiler,Girona,289,2462280,2007-01-05,Jesús
2059,2060,2006-01-13,Oficina,Venta,Barcelona,207,1437408,2006-08-21,María
2060,2061,2006-01-13,Suelo,Venta,Lleida,261,1615851,2006-12-25,Jesús
2062,2063,2006-01-13,Suelo,Venta,Barcelona,274,1450556,2006-09-03,María
2064,2065,2006-01-14,Casa,Venta,Tarragona,148,873200,2006-09-26,Pedro
2067,2068,2006-01-14,Local,Alquiler,Lleida,255,2494410,2006-11-22,Luisa
2069,2070,2006-01-15,Suelo,Venta,Barcelona,245,2399040,2006-05-31,Joaquín
2070,2071,2006-01-15,Oficina,Alquiler,Lleida,272,2487712,2006-04-25,Carmen
2071,2072,2006-01-15,Casa,Venta,Barcelona,93,808170,2006-07-03,Jesús
2072,2073,2006-01-15,Casa,Venta,Girona,239,2030783,2006-12-16,María
2073,2074,2006-01-16,Industrial,Venta,Barcelona,80,363280,2006-12-19,Pedro
2074,2075,2006-01-16,Local,Venta,Lleida,209,1355365,2006-07-01,Joaquín
2075,2076,2006-01-17,Piso,Venta,Barcelona,267,1074675,2006-10-20,Carmen
2079,2080,2006-01-18,Suelo,Venta,Girona,234,2049606,2006-04-21,María
2080,2081,2006-01-18,Local,Venta,Girona,66,500610,2006-05-15,Luisa
2082,2083,2006-01-19,Piso,Venta,Girona,267,2245203,2006-07-28,María
2084,2085,2006-01-19,Industrial,Venta,Girona,296,2387832,2006-06-28,María
2085,2086,2006-01-20,Local,Alquiler,Girona,256,1428480,2006-06-26,Pedro
2086,2087,2006-01-20,Parking,Alquiler,Barcelona,265,2119735,2006-10-15,Pedro
2087,2088,2006-01-21,Industrial,Venta,Lleida,101,674276,2006-10-30,Luisa
2090,2091,2006-01-23,Suelo,Venta,Lleida,171,1298403,2006-08-31,Carmen
2091,2092,2006-01-23,Suelo,Venta,Girona,85,472685,2006-09-01,Pedro
2092,2093,2006-01-23,Industrial,Alquiler,Tarragona,293,1182841,2006-06-15,María
2094,2095,2006-01-23,Local,Venta,Lleida,40,272880,2006-09-01,María
2098,2099,2006-01-24,Local,Venta,Lleida,144,1247760,2006-08-03,Luisa
2099,2100,2006-01-24,Casa,Venta,Lleida,80,727680,2006-07-12,Joaquín
2100,2101,2006-01-24,Piso,Venta,Tarragona,220,1522840,2006-05-02,María
2101,2102,2006-01-24,Local,Venta,Tarragona,197,1489911,2006-04-24,Carmen
2103,2104,2006-01-25,Oficina,Venta,Barcelona,223,1970874,2006-06-08,Joaquín
2106,2107,2006-01-25,Industrial,Venta,Lleida,84,816228,2006-12-22,Jesús
2107,2108,2006-01-26,Oficina,Venta,Tarragona,139,1197485,2007-01-24,Pedro
2108,2109,2006-01-26,Casa,Venta,Lleida,91,528892,2006-12-14,María
2109,2110,2006-01-26,Suelo,Alquiler,Barcelona,273,1528254,2006-06-15,Pedro
2110,2111,2006-01-26,Oficina,Venta,Lleida,261,2233899,2006-10-29,Luisa
2111,2112,2006-01-26,Parking,Venta,Tarragona,81,709560,2006-06-28,Joaquín
2112,2113,2006-01-26,Oficina,Venta,Lleida,258,2111472,2006-05-31,Joaquín
2114,2115,2006-01-28,Casa,Alquiler,Tarragona,254,1713992,2006-07-08,Pedro
2115,2116,2006-01-28,Parking,Alquiler,Tarragona,294,1355046,2006-10-02,Jesús
2117,2118,2006-01-29,Industrial,Venta,Lleida,246,1285842,2006-08-09,Jesús
2122,2123,2006-01-31,Local,Venta,Barcelona,56,550816,2006-12-03,Jesús
2123,2124,2006-02-01,Parking,Venta,Lleida,89,475171,2006-10-12,Luisa
2124,2125,2006-02-01,Casa,Venta,Barcelona,95,650750,2006-09-24,Carmen
2125,2126,2006-02-01,Piso,Venta,Barcelona,252,2381400,2006-06-13,María
2126,2127,2006-02-01,Piso,Venta,Lleida,157,1409546,2007-01-05,Pedro
2127,2128,2006-02-02,Parking,Venta,Lleida,264,2181432,2006-12-25,María
2129,2130,2006-02-02,Piso,Venta,Lleida,168,928368,2006-12-25,Jesús
2130,2131,2006-02-02,Oficina,Alquiler,Tarragona,288,1820448,2006-11-13,Joaquín
2132,2133,2006-02-03,Casa,Venta,Barcelona,40,190280,2006-11-22,Joaquín
2133,2134,2006-02-03,Parking,Venta,Lleida,235,2290545,2006-08-22,Carmen
